Country,Adult Literacy Rate,ICT Service Exports,R&D Expenditure,Journal Articles,Patent Applications,Mobile Subscriptions,Fixed Broadband Subscriptions,Secure Internet Servers (per million),Secure Internet Servers (alt),Internet Users,ICT Goods Imports,High-Tech Exports,Tertiary Education Enrollment,Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
Laos,7.55797049542745,0.0370999984443188,83.93,1.0,64.95535792,2.4274,274.103316206551,2101.0,63.6,87.5199966430664,14.901439666748,2.98,7.28644637663924,2024.0,Lao People's Democratic Republic,152.0,0.44038,0.2877,0.32648,0.46084,0.53382
Latvia,16.9168334291474,0.763819992542267,1690.44,104.0,117.0957679,25.9925,26170.1408030595,49133.0,92.2,99.8899993896484,91.3303680419922,7.28,18.3733834188523,2024.0,Latvia,29.0,0.88522,0.7808,0.80915,0.88047,0.96597
Lebanon,1.77653813888075,NONE,2091.17,110.0,76.67627276,7.29167,676.020565020171,3903.0,83.5,93.0,60.1667213439941,0.96,4.30236078360336,2024.0,Lebanon,126.0,0.5449,0.4658,0.44894,0.54329,0.64246
Lesotho,0.0884783442873781,0.0510100014507771,47.96,1.0,67.51784393,0.383738,89.1206988447189,206.0,48.0,82.0100021362305,9.7244701385498,0.54,0.0742607412455623,2024.0,Lesotho,157.0,0.41229,0.2055,0.28637,0.48617,0.46427
Liberia,NONE,NONE,25.91,14.0,31.82876165,0.274673,9.28449156758809,51.0,23.5,48.3013610839844,11.2590703964233,NONE,0.643718596498284,2024.0,Liberia,182.0,0.25133,0.1644,0.26335,0.3669,0.12379
Libya,32.1256038647343,NONE,407.95,12.0,204.6286291,4.51841,112.241756698472,820.0,88.5,76.5,61.6012802124023,0.0,0.604680774692483,2024.0,Libya,125.0,0.54662,0.0137,0.08076,0.59515,0.9639
Lithuania,10.8078132906687,1.05318999290466,3132.62,81.0,139.1367809,28.231,96899.7957573953,278256.0,88.5,99.8300018310547,76.9154586791992,3.2,14.4028959953361,2024.0,Lithuania,21.0,0.91104,0.8356,0.8839,0.88613,0.96309
Luxembourg,4.27912266606401,0.976530015468597,1170.6,112.0,137.0751156,38.327,60480.4705670513,40306.0,98.8,NONE,21.032600402832,1.24,6.05174975821516,2024.0,Luxembourg,45.0,0.84658,0.6301,0.75554,0.79548,0.98876
Madagascar,20.8887227889548,0.0127499997615814,156.66,6.0,70.18472487,0.107754,22.1823794204962,692.0,20.4,77.4800033569336,6.4074501991272,0.03,0.478060054077076,2024.0,Madagascar,168.0,0.32346,0.3014,0.40447,0.41409,0.15178
Malawi,32.3774760972951,NONE,361.73,3.0,60.12725997,0.0795566,27.6718471460233,584.0,18.0,68.0800018310547,0.851849973201752,0.23,5.31056594105904,2024.0,Malawi,163.0,0.37534,0.4521,0.46247,0.47493,0.18862
Malaysia,9.44804679894627,0.950550019741058,26506.35,883.0,141.2923164,13.0287,8082.51982602892,283909.0,97.7,96.0,41.2618560791016,32.19,59.4155074421789,2024.0,Malaysia,57.0,0.81114,0.6986,0.72796,0.71921,0.98618
Maldives,0.979112138467307,NONE,35.87,NONE,136.5417622,18.7278,1237.6567033084,651.0,84.7,97.8600006103516,49.9534454345703,0.0,0.18950505737955,2024.0,Maldives,94.0,0.67453,0.4795,0.62201,0.61298,0.78856
Mali,38.1736778749972,0.173849999904633,118.09,1.0,114.4971206,0.77422,14.0518412813394,334.0,35.1,31.0,4.73440647125244,0.09,5.479696587969,2024.0,Mali,173.0,0.30053,0.274,0.3334,0.12498,0.44323
Malta,1.65251542048844,0.604330003261566,593.57,5.0,131.5920538,44.2802,4823.18311994457,2666.0,92.1,94.9400024414062,78.6229400634766,25.7,43.2692793209479,2024.0,Malta,28.0,0.8886,0.7397,0.87492,0.8162,0.97466
Mauritania,1.99812184858134,0.0101899998262525,26.47,NONE,113.1204131,0.285214,34.6445085168746,174.0,37.4,66.9599990844727,5.95125007629395,0.0,2.3506462344976,2024.0,Mauritania,165.0,0.34912,0.1233,0.16879,0.29615,0.58239
Mauritius,4.16476138725035,0.234009996056557,238.86,6.0,161.3582163,26.9082,2466.21640374897,3110.0,79.5,92.1500015258789,44.2026786804199,0.81,1.01453890078417,2024.0,Mauritius,76.0,0.75061,0.411,0.59032,0.74564,0.91586
Mexico,2.92240599051662,0.268189996480942,21027.1,1117.0,100.2881985,20.5322,412.117306307005,53468.0,81.2,95.0,46.4061317443848,13.72,17.5686775936758,2024.0,Mexico,65.0,0.78499,0.7397,0.76366,0.76027,0.83101
Mongolia,3.74124560934214,0.0836500003933907,262.05,109.0,142.2895592,14.5529,2354.68502461116,8197.0,83.0,99.0,65.3136138916016,0.01,30.8141690897359,2024.0,Mongolia,46.0,0.84569,0.7808,0.82219,0.77748,0.93741
Montenegro,7.02119779784845,0.36327999830246,294.93,5.0,203.1681662,32.0155,2247.73076567285,1385.0,89.8,98.9800033569336,55.1743011474609,0.79,7.99520160312392,2024.0,Montenegro,81.0,0.72111,0.5068,0.52142,0.71904,0.92291
Morocco,9.11743222959442,0.660359978675842,8445.14,254.0,137.4592738,6.4715,567.610133561799,21406.0,91.0,77.3499984741211,47.709358215332,2.36,5.43070567261144,2024.0,Morocco,90.0,0.68411,0.4384,0.56184,0.60783,0.88273
Mozambique,1.17961840629408,0.308140009641647,194.32,30.0,42.07158261,0.197785,37.1040304253049,1248.0,19.8,60.0,7.30147504806519,0.03,2.74244557815277,2024.0,Mozambique,177.0,0.28476,0.2055,0.39591,0.39519,0.06321
Myanmar,2.24040290360038,0.023760000243783,163.39,NONE,106.6964737,2.7983,20.1722406397571,1092.0,58.5,89.0,20.3939208984375,0.17,2.94631414241606,2024.0,Myanmar,138.0,0.50007,0.1644,0.32594,0.50812,0.66618
Namibia,2.01531553489841,0.646470010280609,219.77,8.0,113.1970166,3.51953,389.457644793704,1154.0,64.4,92.25,28.8917407989502,0.21,0.0640756369249413,2024.0,Namibia,114.0,0.60074,0.274,0.49958,0.57382,0.72879
Nepal,15.5612136767327,0.302199989557266,1699.22,20.0,127.2282803,4.83217,642.608117418196,19082.0,55.8,71.1500015258789,17.8263874053955,0.21,0.617520704475872,2024.0,Nepal,119.0,0.57813,0.2192,0.44806,0.521,0.76529
Netherlands,9.10525983301044,2.25533008575439,34311.17,2080.0,118.0652669,43.2644,194962.867894191,3485374.0,97.0,NONE,89.3898620605469,7.49,24.1160659895902,2024.0,Netherlands,10.0,0.95384,0.9315,0.92118,0.96881,0.97151
New Zealand,7.28500561070959,1.46569001674652,9213.62,330.0,114.6898687,37.3153,18909.6513564741,98767.0,96.2,NONE,77.0104675292969,1.08,12.9543076787783,2024.0,New Zealand,16.0,0.92654,0.9315,0.9453,0.96152,0.87281
Nicaragua,18.0938961122142,0.10741999745369,41.45,1.0,97.10898703,5.43031,103.464249804319,706.0,58.2,82.6145477294922,29.5410194396973,0.03,0.804653157141111,2024.0,Nicaragua,132.0,0.53181,0.2329,0.44927,0.56102,0.58512
Niger,25.4590522387256,NONE,73.56,NONE,56.38600069,0.0541562,4.74008526113684,124.0,23.2,38.0999984741211,4.59342241287231,0.14,8.96675024256666,2024.0,Niger,187.0,0.21157,0.2055,0.30839,0.16851,0.15783
Nigeria,4.28453688122346,0.284440010786057,9408.02,410.0,101.6857635,0.0512838,47.5989986876815,10847.0,39.2,63.1555404663086,11.8107748031616,0.09,3.53042370294988,2024.0,Nigeria,144.0,0.48146,0.3699,0.53719,0.42357,0.48355
North Macedonia,20.9636612708518,0.395020008087158,532.17,42.0,97.83329942,28.0036,1857.95506768734,3396.0,87.2,97.5999984741211,53.1601181030273,0.63,6.3599119716616,2024.0,North Macedonia,84.0,0.70704,0.5753,0.66415,0.70233,0.75459
Norway,7.98812436869198,1.55752003192902,14068.95,946.0,110.6788541,45.6645,37715.0928129859,208172.0,99.0,NONE,97.6419830322266,0.47,26.259236068581,2024.0,Norway,15.0,0.93153,0.863,0.91172,0.91748,0.96539
Oman,6.40546079760669,0.367289990186691,1588.15,30.0,135.0769728,10.8793,279.446391150878,1411.0,95.3,97.0,45.5870094299316,0.51,5.00539346096146,2024.0,Oman,41.0,0.85759,0.6575,0.80774,0.79767,0.96739
Pakistan,36.1601311600161,0.163749992847443,22642.68,426.0,81.74691267,1.35622,113.359557368847,28057.0,27.4,58.0,11.2206001281738,0.08,1.90280938998427,2024.0,Pakistan,136.0,0.50955,0.4932,0.70417,0.34996,0.47453
Palau,0.799749798945581,NONE,6.45,NONE,132.927167,7.33345,1353.86698256896,24.0,27.0,97.0,34.618537902832,0.03,51.6836869301107,2024.0,Palau,137.0,0.50724,0.3014,0.27867,0.75203,0.49096
Panama,3.0318657512218,0.157910004258156,376.12,35.0,156.3065885,18.1341,2621.1329206176,11687.0,78.0,96.0,58.173511505127,17.82,1.00049164015675,2024.0,Panama,79.0,0.72981,0.5205,0.65049,0.68663,0.8523
Papua New Guinea,0.146187964782598,0.031580001115799,83.33,1.0,48.42485057,0.214639,86.3360454914922,897.0,24.1,70.0636825561523,1.95492005348206,0.01,40.0540621623383,2024.0,Papua New Guinea,171.0,0.30756,0.1918,0.3392,0.39838,0.18513
Paraguay,0.627197050943787,0.119439996778965,208.68,10.0,127.7049687,12.8221,643.177395689689,4402.0,78.1,95.0,37.7850494384766,0.08,10.5004049492786,2024.0,Paraguay,80.0,0.72507,0.6027,0.67115,0.70932,0.79468
Peru,2.25326346934085,0.161779999732971,4584.96,94.0,122.0264016,10.4219,749.75734671937,25376.0,79.5,94.0,71.2465515136719,0.06,5.01572012821525,2024.0,Peru,58.0,0.807,0.7534,0.8377,0.7469,0.83638
Philippines,14.6860895821014,0.322219997644424,3961.49,490.0,144.0428223,6.53931,305.497725722229,35099.0,83.8,98.0,45.2818946838379,50.71,63.977928897569,2024.0,Philippines,73.0,0.76212,0.726,0.80543,0.72556,0.75544
Poland,15.486615880834,1.4538300037384,37368.15,3377.0,131.9444373,26.114,37340.960521191,1369941.0,86.4,99.8000030517578,75.2911071777344,6.47,9.89435682053147,2024.0,Poland,37.0,0.8648,0.7534,0.80371,0.83039,0.96034
Portugal,8.39198080628629,1.70178997516632,19622.76,711.0,124.5494123,44.1116,28927.204260395,305997.0,85.8,96.7799987792969,75.557243347168,3.28,6.68041454594646,2024.0,Portugal,49.0,0.84153,0.6438,0.78775,0.83888,0.89791
Qatar,4.29634491383363,0.680580019950867,2649.64,47.0,174.1281471,11.6411,449.542776593053,1194.0,99.7,98.0,35.0854911804199,0.0,2.78003630297901,2024.0,Qatar,53.0,0.82438,0.4795,0.76549,0.71135,0.99634
Republic of the Congo,5.46432892689928,0.383390009403229,90.39,19.0,96.78757313,1.26798,18.5997313551845,115.0,38.4,80.6100006103516,10.3542900085449,0.09,4.32722654163177,2024.0,Congo,166.0,0.33912,0.0822,0.27604,0.46375,0.27758
Romania,25.7439640988509,0.45881000161171,11669.69,772.0,118.1071502,34.6617,26836.8301148211,511496.0,89.2,99.0,58.2390403747559,2.83,12.6747408327123,2024.0,Romania,72.0,0.76364,0.6849,0.65477,0.74392,0.89224
Russia,7.00278726808368,0.925270020961761,84251.73,19569.0,168.9847242,24.6346,23603.5969263721,3394814.0,92.2,100.0,53.9151916503906,0.52,9.72984772707015,2024.0,Russian Federation,43.0,0.85325,0.6438,0.7766,0.83194,0.95118
Rwanda,3.07229949519383,0.794449985027313,352.94,14.0,79.86005064,0.445556,129.134239484965,1802.0,34.2,79.0,8.88624000549316,0.87,4.78472979585672,2024.0,Rwanda,118.0,0.57993,0.7534,0.82065,0.54668,0.37235
Saint Kitts and Nevis,0.724171754896227,NONE,38.87,NONE,119.1089358,46.7447,8233.88511056931,385.0,76.4,NONE,92.1944808959961,26.47,34.6026368990477,2024.0,Saint Kitts and Nevis,110.0,0.63054,0.2055,0.30385,0.72021,0.86745
Saint Lucia,0.843906596374905,0.273739993572235,4.69,2.0,95.63211097,13.5719,702.791644588225,126.0,70.1,NONE,16.2592697143555,5.63,9.33224017462958,2024.0,Saint Lucia,133.0,0.52547,0.137,0.32292,0.60372,0.6498
Saint Vincent and the Grenadines,1.76899782531243,0.113899998366833,8.36,NONE,100.4617693,30.4936,167.780267066707,17.0,76.0,96.9000015258789,40.9883728027344,0.41,4.93442861881868,2024.0,Saint Vincent and the Grenadines,117.0,0.58762,0.3425,0.39063,0.69557,0.67675
Samoa,6.74463677303409,NONE,16.2,1.0,60.40057199,0.877539,618.472004910852,134.0,58.1,99.0999984741211,13.4067001342773,0.04,5.7420173193689,2024.0,Samoa,140.0,0.4899,0.3014,0.36378,0.64531,0.46065
Sao Tome and Principe,1.89567748972604,NONE,3.8,NONE,86.77896033,2.5014,38.9828085814156,9.0,61.5,93.75,16.6602973937988,0.06,29.2734328924522,2024.0,Sao Tome and Principe,154.0,0.43078,0.1644,0.21557,0.59285,0.48394
Saudi Arabia,3.49360866932368,0.564859986305237,25825.3,1398.0,132.3800002,43.5732,431.153021384011,14342.0,100.0,98.0,73.7492065429688,0.4,0.590629141767828,2024.0,Saudi Arabia,6.0,0.96022,0.9589,0.98995,0.90666,0.98411
Senegal,8.67023419984249,0.577199995517731,450.9,NONE,120.4336409,1.97393,46.1898286899464,835.0,60.6,57.6699981689453,17.2958393096924,0.42,1.60473886534447,2024.0,Senegal,135.0,0.51625,0.4247,0.47789,0.33804,0.73285
Serbia,26.2535842010438,0.950049996376038,5379.47,138.0,123.7205974,31.315,12647.8462092924,83769.0,85.4,99.0,73.2060012817383,1.43,4.54619756956742,2024.0,Serbia,39.0,0.86184,0.8904,0.85397,0.80941,0.92206
Seychelles,0.560583092295521,0.201700001955032,20.24,3.0,191.50843,30.7719,52607.8498492983,6301.0,87.4,96.1999969482422,14.0341396331787,0.05,0.0384062538993691,2024.0,Seychelles,92.0,0.67733,0.3014,0.4638,0.67688,0.89126
Sierra Leone,0.378515121886121,NONE,86.77,NONE,97.70150515,0.00227312,13.356165678862,113.0,20.6,48.6399993896484,1.92174005508423,0.02,0.736114020377876,2024.0,Sierra Leone,172.0,0.30422,0.3288,0.38228,0.27185,0.25851
Singapore,8.17163164446749,2.15626001358032,12700.34,2024.0,156.4790531,27.1873,228648.442759691,1353061.0,94.3,98.0,98.0222320556641,32.68,56.1383758562278,2024.0,Singapore,3.0,0.96912,0.9589,0.98306,0.93615,0.98806
Slovakia,16.2066411565774,0.979390025138855,5390.39,146.0,131.9254542,33.1726,39911.9913612961,216592.0,89.8,NONE,52.4959106445312,10.48,9.65058093359051,2024.0,Slovakia,60.0,0.80214,0.6986,0.70969,0.79823,0.89851
Slovenia,8.36068302333239,2.09524989128113,4073.69,222.0,126.1838135,32.2361,63978.5405154822,135664.0,90.4,99.5999984741211,82.3922576904297,2.17,8.20345582131026,2024.0,Slovenia,33.0,0.87589,0.7808,0.86396,0.85298,0.91072
Solomon Islands,2.71584437796667,NONE,11.06,NONE,66.96324509,0.107033,78.7495078155762,63.0,42.5,77.0,NONE,0.01,1.35922325473902,2024.0,Solomon Islands,164.0,0.36811,0.3699,0.49696,0.42624,0.18109
South Africa,9.37650031541184,0.617290019989014,16651.13,1804.0,167.3958702,3.40566,14786.991738834,934721.0,75.7,90.0,27.1743202209473,0.71,5.70575841482322,2024.0,South Africa,40.0,0.86162,0.8356,0.88721,0.80257,0.89512
Spain,11.1760599080496,1.43532001972198,67099.71,1308.0,124.0994495,38.0836,28736.5679302373,1389353.0,95.4,99.0,94.5131072998047,1.37,9.56253561613111,2024.0,Spain,17.0,0.9206,0.8082,0.90542,0.8961,0.96031
Sri Lanka,16.9244189853004,0.105060003697872,2482.89,266.0,143.0794174,8.76545,482.370558605981,10630.0,51.2,92.0,22.9647026062012,0.19,1.41723845257758,2024.0,Sri Lanka,98.0,0.66668,0.411,0.54937,0.65704,0.79359
Sudan,0.0588545658356921,0.224999994039536,507.12,153.0,73.96660858,0.0604394,2.13817011125539,107.0,26.4,60.6971817016602,17.2059803009033,0.01,2.20240348221045,2024.0,Sudan,178.0,0.27594,0.0685,0.1293,0.25932,0.43922
Suriname,11.1359778744309,NONE,13.33,NONE,150.2880072,20.026,1388.1689209173,873.0,78.4,95.0,5.9513897895813,0.08,3.21274943551639,2024.0,Suriname,106.0,0.63655,0.2877,0.48137,0.55684,0.87141
Sweden,21.3856970593815,3.40822005271912,22353.75,1771.0,125.0711442,40.734,52996.3464606147,558403.0,95.7,NONE,83.8976135253906,5.27,17.6225666444459,2024.0,Sweden,14.0,0.93262,0.7945,0.88361,0.92745,0.98679
Switzerland,11.2054955956156,3.30644989013672,24247.97,1288.0,119.5610489,48.7898,163635.101477899,1454404.0,97.3,NONE,74.1526794433594,1.0490728917,29.2751803024228,2024.0,Switzerland,26.0,0.90035,0.8219,0.8408,0.90264,0.95757
Syria,1.91813899014712,0.0730599984526634,584.3,102.0,79.67746006,6.86125,93.2839655882614,2201.0,34.7,94.0,46.5840187072754,0.02,1.38292716055376,2024.0,Syrian Arab Republic,162.0,0.38876,0.0685,0.30678,0.41689,0.44256
Tajikistan,2.78930928483358,0.0896899998188019,110.17,1.0,118.8094765,0.0612833,123.775253015001,1286.0,56.8,99.6999969482422,34.6658744812012,0.23,1.62712759033372,2024.0,Tajikistan,123.0,0.56055,0.274,0.4476,0.65305,0.58098
Thailand,0.818271995380878,1.159019947052,18490.53,867.0,176.3169269,16.0162,3002.53401436088,215289.0,89.5,91.0998687744141,46.1752090454102,16.12,28.3057768762254,2024.0,Thailand,52.0,0.8351,0.7534,0.76105,0.8032,0.94101
Timor-Leste,1.91737688845179,NONE,13.94,NONE,110.4161199,0.00577915,240.557225891181,333.0,34.0,69.9000015258789,30.8398704528809,0.26,NONE,2024.0,Timor-Leste,159.0,0.40202,0.3288,0.34056,0.51036,0.35506
Togo,6.92168773862945,0.190740004181862,134.74,NONE,74.18189659,1.22816,91.4627232440098,851.0,37.0,67.0,15.0659399032593,0.13,0.573585599316818,2024.0,Togo,161.0,0.39198,0.4521,0.44721,0.48134,0.24736
Tonga,13.1558129410573,NONE,4.63,NONE,60.67706123,8.17387,879.566335554557,92.0,58.5,99.4000015258789,51.2195091247559,0.78,2.69650608767328,2024.0,Tonga,134.0,0.51639,0.3288,0.32204,0.74877,0.47841
Trinidad and Tobago,5.43106111005038,0.047800000756979,261.85,2.0,130.5663978,26.8942,428.516062039766,586.0,84.7,97.9000015258789,11.5449304580688,0.06,1.96311662299562,2024.0,Trinidad and Tobago,86.0,0.69726,0.3288,0.59989,0.71739,0.77454
Tunisia,4.64871425750887,0.746580004692078,5730.03,180.0,129.2577838,14.1436,818.331745821111,9984.0,72.4,85.2149276733398,38.4501686096191,4.26,7.70110744284105,2024.0,Tunisia,87.0,0.69348,0.4521,0.59507,0.64965,0.83566
Turkmenistan,NONE,0.140000000596046,21.92,44.0,98.62541796,5.21711,138.775015826055,1022.0,21.3,99.4000015258789,18.2516593933105,0.01,NONE,2024.0,Turkmenistan,145.0,0.47569,0.0411,0.25064,0.66137,0.51512
Uganda,2.66313695721108,0.310900002717972,1244.0,14.0,69.986293,0.091297,51.6271163289848,2512.0,15.3,80.5899963378906,4.75620269775391,0.15,1.40810780488794,2024.0,Uganda,150.0,0.44636,0.4384,0.60691,0.50229,0.2299
Ukraine,41.4648837489459,0.326530009508133,13205.56,1302.0,135.025689,19.675,9888.25753781136,373112.0,82.4,100.0,75.9079437255859,0.91,6.68812192869261,2024.0,Ukraine,30.0,0.88407,1.0,0.98536,0.82402,0.84278
United Arab Emirates,NONE,1.49468994140625,6401.84,69.0,212.2208173,37.0968,2119.66117852284,22222.0,100.0,98.0,61.3456115722656,8.45,9.61865772738817,2024.0,United Arab Emirates,11.0,0.95328,0.7808,0.91627,0.94355,1.0
United Kingdom,9.4887290749911,2.89710998535156,105583.93,11592.0,120.8191165,41.0407,47452.8310168252,3243401.0,96.3,NONE,80.1511001586914,3.39,28.8917146113567,2024.0,United Kingdom,7.0,0.95773,0.9726,0.95349,0.94498,0.97467
United States of America,6.88003911969008,3.58623003959656,457335.25,262244.0,110.1664718,38.0508,187747.203659007,62879335.0,93.1,NONE,79.361930847168,7.85,24.322982844202,2024.0,United States of America,19.0,0.91945,0.9452,0.91358,0.88424,0.96052
Uruguay,18.3939643143061,0.625919997692108,1057.66,23.0,138.526391,32.4022,4353.20170916811,14749.0,89.9,99.0,76.3977432250977,0.07,10.7072308737214,2024.0,Uruguay,25.0,0.90059,0.863,0.88321,0.87488,0.94374
Uzbekistan,8.11660704896229,0.125269994139671,2187.4,413.0,103.0681174,30.2699,823.873753807853,29373.0,89.0,100.0,45.8428611755371,0.53,2.82239070122292,2024.0,Uzbekistan,63.0,0.7999,0.6986,0.76484,0.75801,0.87687
Vanuatu,8.2179112571746,NONE,14.7,NONE,78.19948583,1.12635,1635.4097419236,524.0,45.7,89.0999984741211,4.88091993331909,0.04,NONE,2024.0,Vanuatu,129.0,0.54271,0.4658,0.47692,0.53474,0.61652
Venezuela,4.98054474708171,0.689999997615814,512.19,96.0,63.41889546,9.58036,223.456154361985,6324.0,61.6,97.5999984741211,78.7361907958984,0.0,NONE,2024.0,Venezuela,131.0,0.53603,0.2192,0.35756,0.71149,0.53905
Viet Nam,NONE,0.42493999004364,10530.19,1066.0,139.9496874,22.6807,5256.30770476842,527482.0,78.1,96.0,42.2242393493652,38.0,42.689178907016,2024.0,Viet Nam,71.0,0.77092,0.6027,0.70811,0.72665,0.87797
Yemen,25.363345481351,NONE,415.15,20.0,46.0195416,1.27124,6.95593912679964,274.0,13.8,54.0999984741211,9.31793022155762,0.08,4.82928415383478,2024.0,Yemen,185.0,0.23175,0.1507,0.13774,0.26704,0.29045
Zambia,2.68120744982854,0.278189986944199,344.27,13.0,99.10241824,0.477471,54.9605251697733,1139.0,33.0,87.5,3.97994995117188,0.03,1.16356588883727,2024.0,Zambia,130.0,0.54237,0.411,0.49584,0.62252,0.5088
Zimbabwe,3.87019418654021,NONE,563.05,8.0,87.62450647,1.64735,89.3467905102938,1460.0,38.4,89.8499984741211,9.72360515594482,0.02,1.94218828246376,2024.0,Zimbabwe,149.0,0.44807,0.274,0.41003,0.5395,0.39471
