Country,Access & Connectivity,Digital Governance Participation,Digital Trade Economy,Education Human Capital,Infrastructure Security,Innovation R&D,Composite Index
China,0.2276259670816091,0.18046517684598445,0.06522296684170382,0.034892357465754954,0.16562704573467402,0.07579070788752887,0.7496242218572552
Israel,0.1826631733866319,0.16049974652824595,0.10068516791029679,0.07914854815478992,0.18357742642447836,0.03422736789321502,0.740801430297658
Singapore,0.18705657753956378,0.19413502269560923,0.07073705529831377,0.050446753223510256,0.19264317158611743,0.03525611640461461,0.730274696747729
Iceland,0.1899111484192318,0.1939046959687205,0.07038362061617946,0.048555878829120484,0.19961276040653045,0.025178939674232834,0.7275470439140155
Denmark,0.20696322720186502,0.19863000000000003,0.0738242301538225,0.019593883701616275,0.19944576040653045,0.02715091230939621,0.7256080137732306
Estonia,0.21596016914673832,0.19454174598894436,0.05403624666808077,0.03191576684802411,0.18995685382203487,0.03425054770484312,0.7206613301786655
United States of America,0.19142406468804898,0.18718437463484788,0.08014443421372283,0.024535867669728883,0.18859173402530005,0.047150342737316234,0.719030817968965
United Kingdom,0.19864774458606327,0.19422530493011553,0.07190035940296996,0.030220156532916532,0.1934665675208131,0.0305383502977286,0.7189984832706069
Germany,0.20913281967934483,0.19203214507213162,0.07357667841652114,0.022748132101139715,0.18533121321223922,0.032226373787804304,0.7150473622691809
Switzerland,0.21736978140926894,0.17270840366725093,0.07429622897537302,0.03191088200307711,0.1928377654881609,0.025665689409776555,0.7147887509529075
Netherlands,0.20402026439917223,0.18967824592153165,0.0680690192919292,0.026177181398223417,0.19390740609795656,0.02581081893067216,0.7076629360394853
Ireland,0.17641836099274913,0.18380620106961484,0.046151926465797515,0.08366330408162742,0.19220280711428264,0.023089905052603263,0.7053325047766748
Finland,0.18485488657416527,0.18597496921486678,0.08395812738616053,0.0316611455005982,0.1908812132122392,0.027513535096061345,0.7048438769840913
Sweden,0.19790674902610444,0.1735940834119815,0.0799742159485769,0.031052820044896786,0.19402984874040438,0.027087587236281747,0.7036453044082458
Japan,0.1926212061942753,0.1930527225742663,0.07122309204890954,0.01826297041546591,0.18103542642447834,0.04337999098429392,0.6995754086416893
Norway,0.20981897142055222,0.18032161700597726,0.06309208496898627,0.026946932449755812,0.1954578020326522,0.02263761185469447,0.6982750197326183
United Arab Emirates,0.21099819965046138,0.1745453274010157,0.04589051342976715,0.015909818670655385,0.2,0.0503559614511671,0.6976998206030667
Saudi Arabia,0.22664535858269985,0.19313506763740956,0.039895470489509005,0.003244656685479415,0.19841100000000003,0.029306502381375995,0.6906380557764739
Spain,0.21519392955132993,0.1736135823109074,0.0601516491704904,0.01648121470575555,0.19105748935020006,0.029307057057755548,0.6858049221464388
Malta,0.22281001601591283,0.16316823828142557,0.04259256341415279,0.03510707728405414,0.18892453605795223,0.02768469940420394,0.6802871304577015
Australia,0.18747096088888143,0.18326193429508789,0.07069546052673728,0.022240878547424334,0.19195652589469134,0.024309498564195828,0.6799352587170181
Cyprus,0.21741313984947414,0.15605500247179904,0.05325395339560688,0.03891677504689488,0.1798914578873392,0.03250793083980335,0.6780382594909174
France,0.21695760715909296,0.16842505145836145,0.05966392084051245,0.02460883659151732,0.17800918683100878,0.027783923648437098,0.6754485265289301
Greece,0.21972828628634006,0.1539329522268662,0.09341934287604933,0.01396256427424241,0.1703500304897827,0.022247431918241672,0.6736406080715224
Austria,0.1711221876409858,0.1692927544829446,0.08218227672198068,0.02268050810458934,0.19258189036652615,0.02619926893061278,0.6640588862476393
Uruguay,0.20146751228902066,0.17684536874747203,0.04185554291451868,0.02322424736057943,0.18345390052978705,0.029632530835919324,0.6564791026772971
Canada,0.2038047547677789,0.17609755876140398,0.05569224929861163,0.023841308422396748,0.1742948121959131,0.020305251707285588,0.65403593515339
New Zealand,0.18964707663995722,0.18661096804637994,0.05261400314409935,0.01597915721397672,0.18317244772407829,0.023479304586759796,0.6515029573552513
Slovenia,0.20215316391897037,0.16585021257471577,0.06290591194008466,0.01313785986394283,0.18069249951346095,0.026379241896368744,0.6511188897075434
Lithuania,0.1928934058969335,0.1752794732820997,0.04742254450505308,0.01996567266028262,0.18387522337550008,0.029917125666146918,0.6493534453860158
Serbia,0.1988408074543703,0.1752316318367714,0.044457394531601635,0.024777671554724896,0.17642050967672185,0.025769130571801552,0.6454971456259916
Latvia,0.1875938201097459,0.16689848006831154,0.05033094081198001,0.028018624523010783,0.188163655854687,0.023727713460540017,0.6447332348282753
Belgium,0.20507896754352817,0.131285366050964,0.07979298378467806,0.02601421398283397,0.1811455309763218,0.020393323559899486,0.6437103858982255
Portugal,0.22573600051932974,0.14828971192305965,0.054903493414404904,0.011972932950208156,0.17443798886366096,0.026791077304049143,0.6421312049747125
Croatia,0.19278459619329685,0.18020860995011462,0.05353160518186894,0.01480444790806264,0.17363487414855663,0.02230832801392269,0.6372724613958224
Poland,0.1877243305775606,0.16186420115949846,0.05168828448787811,0.020233241438907628,0.18132970764406964,0.029827796205975143,0.6326675615138897
Ukraine,0.17252984437679575,0.18868927239225206,0.037897260791384606,0.038776843868518894,0.16524891577467837,0.02933790084643681,0.6324800380500665
Bulgaria,0.20930317419102482,0.14799614039818437,0.04695387415504874,0.02872819476700593,0.17051551983998273,0.023993708537297622,0.6274906118885443
Chile,0.17540710038152818,0.17209085254595302,0.04891755357725116,0.01319807487600489,0.188606411179587,0.02902948889166747,0.6272494814519917
Italy,0.20482820620458236,0.14899007909756865,0.050262426681107225,0.012980182539422942,0.17611142642447836,0.033072385620942495,0.626244706568102
Czech Republic,0.1911198868562954,0.14083339625185384,0.056033507875867805,0.03206945266431077,0.17690622845713053,0.02757209394200661,0.624534566047465
Andorra,0.22449778662787545,0.1215971097928183,0.038966626915472626,0.020227686827328745,0.18733348935020003,0.030596380236115994,0.6232190797498112
Bahrain,0.16255540351576603,0.18308898071996765,0.033298347930972604,0.007217936965692515,0.19877300000000003,0.031528222047271105,0.6164618911796699
Romania,0.20692652587795787,0.14364841984629906,0.03155636774738759,0.03071735831050096,0.17754706195264355,0.02456309455929017,0.6149588282940792
Kazakhstan,0.16723762744527781,0.1755135692777853,0.026861821635163215,0.03242493500877591,0.1846764944318305,0.027524503895911875,0.6142389516947446
Russia,0.18451237316444474,0.14960650667385736,0.03542259676954041,0.013230506576895146,0.186684655854687,0.042702097388249316,0.6121587364276739
Malaysia,0.1492258256018675,0.15035525864006113,0.030014832607074736,0.05404213280714938,0.19613124467510004,0.03181464575149013,0.611583940082743
Belarus,0.20978063584258527,0.12232683115365602,0.03704013820664393,0.030100513578823953,0.18237081727754356,0.02547866601604474,0.6070976020752975
Hungary,0.2122501965521433,0.1345167538537594,0.04316140246400286,0.02191269603932189,0.17363081727754356,0.020509003484986285,0.6059808696717573
Argentina,0.18082558627674755,0.14869491303761628,0.0547648759125342,0.01652835694312085,0.17257706195264355,0.028371313671109916,0.6017621077937723
Luxembourg,0.19209137141664578,0.14748710215271227,0.0211891060649235,0.00814910522677673,0.19757856243918265,0.02923655672242792,0.5957318040226689
Armenia,0.16980166639731892,0.1689116188036493,0.029423706634234992,0.03245947247607502,0.1662000406530436,0.02870312398776841,0.5954996289520902
Costa Rica,0.1758602086305407,0.15194362500561776,0.02845496549772806,0.030514723140813965,0.17354150967672186,0.033354775060067655,0.5936698070114901
Slovakia,0.17963820051918267,0.14934406813176934,0.03545611648170376,0.02062613866784456,0.17882278073305224,0.028043911490248537,0.5919312160238012
Montenegro,0.20049700874578347,0.12105998292211587,0.028977814858767922,0.011889764226239666,0.18126278073305224,0.047507131145315545,0.5911944826312747
Thailand,0.14756665771274957,0.15852727248213563,0.034839163344896854,0.022736848043457915,0.1827484213428479,0.04107671460123164,0.5874950775273196
Brazil,0.17072975580202276,0.1700670217068896,0.04109726100369143,0.018962812540556387,0.16360207211590444,0.022316089804136418,0.5867750129732011
Georgia,0.1949452620689584,0.13307002651566222,0.03895485264861136,0.013120077566368977,0.17114331679100447,0.03447421916350335,0.5857077547541087
Mongolia,0.15834311695686015,0.16245710664689228,0.030073863122021316,0.027065595067209732,0.17536063455508707,0.03063133114875138,0.5839316474968219
Moldova,0.19051950946734375,0.1486920857489551,0.030003575307307538,0.02289398369660278,0.15977228024651316,0.026510056168482888,0.5783914906352052
Uzbekistan,0.1981274115701707,0.14909239404970565,0.021786424075452098,0.008734685709124326,0.17579382235917398,0.01986725372643143,0.5734019914900581
Viet Nam,0.17254532069388867,0.13624636061300618,0.023889902133910238,0.04175507636301906,0.16411876451508275,0.0305538997570516,0.5691093240759585
Philippines,0.13717047088134765,0.14758764100489868,0.023990858097094066,0.061851968311491534,0.15802859292896532,0.03132305539141316,0.5599525866152103
Saint Kitts and Nevis,0.2124287640643982,0.0807540357736731,0.05159400355043564,0.027581720702695756,0.16122872797059143,0.024193850037516153,0.5577811020993103
Oman,0.14584441081690963,0.15146412520785582,0.024691392385594455,0.00905425933906565,0.19165736955346524,0.028705947746206606,0.5514175050490975
Qatar,0.14949653458477932,0.12993283223225924,0.023851630018172993,0.0056061519340653,0.1993096406097957,0.039588961349290915,0.5477857507283634
Colombia,0.15890998765919742,0.15088789133072675,0.02991735900551874,0.015115339784149074,0.15611080614120448,0.034896054589033575,0.54583743850983
North Macedonia,0.18830414014465074,0.12632915509415307,0.028462923088035295,0.021908873877129042,0.16161966601794792,0.01832423299670069,0.5449489912186167
Barbados,0.21465180151719607,0.0988096211406229,0.03931083213121363,0.014541475236020649,0.1546160406530436,0.0230176292444233,0.5449473999225202
Brunei Darussalam,0.16946130235097798,0.12080812457867063,0.020264320072845877,0.008929328868287324,0.1975988020326522,0.02383950315182364,0.5409013810552576
Mexico,0.16554289192766566,0.15152718844096896,0.023825009048351036,0.016050506109490364,0.16277447821386098,0.020144608239655193,0.5398646819799922
Albania,0.17657008131243793,0.1518436294997978,0.03068913912356735,0.0029276896991863952,0.15922475435182185,0.018322429856702967,0.5395777238435142
Kuwait,0.1201971614586394,0.1072713648824772,0.02854927835883458,0.03843050945320339,0.1995586406097957,0.04141914435315887,0.535426099116109
Bosnia and Herzegovina,0.1907870428847079,0.11526256303087501,0.022234488661362475,0.014410148590752915,0.1596801137420262,0.02391101646719411,0.5262853733769186
Mauritius,0.17578444100923632,0.11479444069929441,0.022401748541230792,0.00411976344792709,0.16942144166936968,0.03591537857672741,0.5224372139437857
Peru,0.1393045373405088,0.15537011100624692,0.03373257149467745,0.005697940655456451,0.1614734416693697,0.02525535228384398,0.5208339544501033
Ecuador,0.1529454272378929,0.16466316884634402,0.03204363236054337,0.007503884609230755,0.14368368634446968,0.01830830673474211,0.5191481061332228
South Africa,0.11510673344184015,0.1697269138465687,0.019483358473851038,0.012008943998544836,0.16323888939344797,0.03850172043674804,0.5180665595910008
Seychelles,0.1924561937540113,0.09560110287178104,0.0083528116281903,0.000436549389840475,0.1755029056114175,0.04426007619415144,0.516609639449392
Azerbaijan,0.17544719729055616,0.12415146824861806,0.02047798428955214,0.00401610069081113,0.17014082235917397,0.020860491704024157,0.5150940645827357
Panama,0.16156061116369974,0.12340746708013124,0.027771142730602282,0.00319083709947547,0.16144364471834793,0.03452283283395899,0.5118965356262156
Maldives,0.16636457286974005,0.11309651026920138,0.03248776709550854,0.0008937563990578852,0.16231367109957837,0.029025610595380526,0.5041818883284668
Kyrgyzstan,0.1398448598327358,0.11813858163678037,0.02555848100238381,0.016701047076825026,0.17572022337550008,0.027329453783844656,0.5032926467080697
Indonesia,0.12938526479940343,0.1585936339939778,0.023406050309723616,0.013738339600604381,0.15314710260568712,0.024802152243020657,0.5030725435524169
Dominican Republic,0.1437438312714711,0.13390086962383713,0.03484572155653935,0.00503148529035503,0.15778955130284356,0.01623804377362055,0.4915495028186667
Grenada,0.19401480991277564,0.08657519482270461,0.05371890757297145,0.0028741217553472603,0.13967097264569145,0.01365047597338629,0.49050448268287666
Paraguay,0.14691508016751315,0.13109490674576427,0.01806899308383894,0.008666780645988635,0.15578976451508275,0.026585892388702778,0.4871214175468905
Trinidad and Tobago,0.18616728329429416,0.10058032807514268,0.005306053251502432,0.005887136541775931,0.16091167109957835,0.02738196368302903,0.48623443594532256
Bahamas,0.15703312468728486,0.10112934295087861,0.01637671716194363,0.008403454266277019,0.18089977056979134,0.018491145884479282,0.4823335555206547
Suriname,0.16431989892978116,0.08964928632421015,0.012584995525816477,0.01148625572990856,0.1637871239052871,0.03283445956046694,0.4746620199754704
Saint Vincent and the Grenadines,0.1930519376030223,0.08963178059413061,0.019448757277726422,0.0052420252018298905,0.1417262487836523,0.019023642046278315,0.46812439150663987
Iran,0.1340366036763372,0.0809183996224889,0.03600998292587986,0.009028813020810563,0.16781256146610446,0.04016300360714362,0.4679693643187646
Antigua and Barbuda,0.14899043383929664,0.09583374904498675,0.021169497167323935,0.00035036926851975,0.15520716553140881,0.045887490720891384,0.46743870557242717
Tunisia,0.13238127988673898,0.11248562806166017,0.0261972800176279,0.009737578378089397,0.15372493610120017,0.027323393421997445,0.4618500958673141
Morocco,0.09959721701886963,0.11006286638802752,0.029309219344040134,0.01158407054813748,0.17854221829386963,0.029747649896773743,0.4588432414897181
Jordan,0.13293930473192916,0.127954997078783,0.023119823058934327,0.001860685455520705,0.15688301524489137,0.010197848621909845,0.45295567419196847
Libya,0.09333864603379617,0.05214524605635702,0.03775625265752582,0.026455204009577057,0.18395622337550008,0.0479182198326607,0.44156979196541685
El Salvador,0.13268463639685502,0.09499790391443082,0.015847250384515527,0.010933899397690041,0.14034130565466538,0.04152321053715155,0.43632820628530833
Bolivia,0.1406952026300827,0.10655476023549504,0.021440573412982198,0.00985299999432807,0.13867030057303495,0.01880116950303516,0.4360150063489581
Lebanon,0.1299302221345127,0.09716199631477239,0.03710738075727732,0.0047541615219678654,0.14640623353876098,0.012546766397788806,0.42790676066508004
Jamaica,0.12690009749154085,0.10822699384297337,0.0121954002804855,0.00398117001076624,0.1550151137420262,0.020623618094814958,0.4269423934626071
India,0.08901111065245679,0.13013587029796414,0.022524195894864586,0.050653408787987214,0.10932316963996108,0.02506665715711868,0.4267144124303525
Egypt,0.10746816015511379,0.12353080310997258,0.030200748543129693,0.0059302920773920305,0.1399392954914045,0.018348426115844516,0.4254177254928571
Fiji,0.10561395209292174,0.1049787528650398,0.037178607053123626,0.0025707210715920203,0.1526862020759001,0.02091221281780082,0.4239404479763781
Sri Lanka,0.13167932058357423,0.10536452743696914,0.011186054844276629,0.014773212649932805,0.12659653919342634,0.030973783875077154,0.4205734385832563
Botswana,0.10936733101094283,0.08549626533638938,0.016345763638060472,0.004150372381136855,0.16638471780733055,0.03701787233996708,0.4187623225138271
Dominica,0.14989086490785752,0.08067930160442227,0.013032637826990646,0.0037477529016748754,0.15005059292896533,0.014975489006524734,0.41237663917643536
Guyana,0.13818567386144587,0.07243683070423801,0.015155757309883033,0.012930586095501965,0.14963207719753488,0.020668663920517756,0.4090095890891215
Cabo Verde,0.12615825477018197,0.11423451934744507,0.009458663196438314,0.002071255016845035,0.13262625386528276,0.01868346596569191,0.4032324121618851
Bhutan,0.07763733212307253,0.11183404431261518,0.016689162575817616,0.0005415837432933451,0.16915310357876528,0.017486000006367276,0.39334122633993124
Algeria,0.12032639974470485,0.06175387533144577,0.030573630756236467,0.0024960943614945803,0.15631432695426534,0.02185867260467968,0.3933229997528267
Venezuela,0.1437930901281642,0.07150541189160038,0.043713050515311,0.012214454828557835,0.11238699805384367,0.00878434133397171,0.3923973467514488
Ghana,0.09104776034602932,0.11375324344973259,0.014133760239276922,0.0032809329322079,0.1402699411828306,0.024505608738994298,0.38699124688907166
Namibia,0.11945793342220444,0.08425587164621817,0.020624373399814853,0.00163533245200215,0.1343883523624176,0.022565281111469677,0.3829271443941269
Tonga,0.1436558470441438,0.08025876949350591,0.03306042616902424,0.012719407520692082,0.10297128435506542,0.007996145179193134,0.3806618797616245
Bangladesh,0.09967141155826907,0.12481244168801403,0.02064656105360843,0.008329678717662636,0.10500351281219591,0.02074676852971015,0.37921037435946026
Palau,0.13727754056493663,0.07649072581007595,0.025551564748305368,0.040992133056426634,0.07016854838360904,0.028022102178732113,0.37850261474208574
Eswatini,0.11486692072605176,0.0960450478630174,0.0056204924328102975,0.003555769944987675,0.13266820618445238,0.025042601631660357,0.3777990387829799
Iraq,0.14126347972639713,0.05031963012898297,0.0070060740405000895,0.009486080822391246,0.1489500771975349,0.019137644615049194,0.3761629865308555
Guatemala,0.10652930450812478,0.10041241202642577,0.01255735377981147,0.01583867765486941,0.11096240923343066,0.023110008326148648,0.36941016552881073
Cambodia,0.10277114196509084,0.08551431441283537,0.009090416151028154,0.014755132742963351,0.13360291988323064,0.02343152363540002,0.36916544879054836
Gabon,0.10705426489169811,0.0661905006516561,0.013383494178453628,0.00196095469089941,0.15224833711752625,0.025937113865483277,0.3667746653957168
Saint Lucia,0.13228237504775922,0.06209894836187138,0.010258414120405178,0.007929429707123766,0.13265218077630014,0.01768478186950387,0.36290612988296356
Belize,0.13210364773974737,0.06738801806660376,0.020162965907878447,0.008076881835960175,0.12307593610120016,0.009470837326699427,0.3602782869780893
Tajikistan,0.12459908641394978,0.07974034425419084,0.0162868298538824,0.003484029782285645,0.11139024781057412,0.024114813435742847,0.35961535155062563
Kiribati,0.12210045008528093,0.0736118772190014,0.02988661141355873,0.0041165316716728255,0.12246362439182618,0.00471133388295639,0.3568904286642965
Cuba,0.1315807696614811,0.05013417284616422,0.026120073364566048,0.014547576546225061,0.12215261833711755,0.01003462787600691,0.3545698386315609
Kenya,0.0997514887449895,0.11235066064446542,0.014362263551185462,0.01371151835951355,0.08873713212239161,0.025014172333485202,0.35392723575603074
Vanuatu,0.1079694208060444,0.09691593995775472,0.012100806396260348,0.01483758662671639,0.10294295037301332,0.012853466996294687,0.34762017115608385
Nepal,0.08440467252496105,0.07623553638038741,0.011322458483790952,0.013043657116269342,0.1287400498432263,0.02653667149627318,0.34028304584490826
Nicaragua,0.10661890051025358,0.07240127589771247,0.014190074362075566,0.01524205420778995,0.1133179249648611,0.018096178230094177,0.33986640817278685
Sao Tome and Principe,0.11971549489459624,0.054200100669632816,0.017428790632283316,0.024366076404614273,0.1067678782571089,0.015230868584701835,0.3377092094429374
Samoa,0.12548422867699624,0.07454249876410049,0.015957141135757875,0.00990476841756296,0.1007628051681263,0.00792015306229566,0.33457159522483954
Myanmar,0.11182774092366081,0.06198514403847018,0.009008533256810617,0.0040702389976928445,0.12174828435506542,0.02076036329703708,0.32940030486873695
Senegal,0.05307879083923114,0.08983303986337694,0.014514806884608223,0.00823165294059844,0.13068580008649586,0.02458394130706983,0.32092803192138036
Honduras,0.1158706001354546,0.07405825086512967,0.010265659817968485,0.00492268182853643,0.10290604476159587,0.01227420953821022,0.32029744694689527
Laos,0.10825047091206168,0.06760870387847738,0.00669070272839955,0.011770787479202112,0.11402639398853931,0.009186388795056425,0.3175334477817364
Rwanda,0.08802750526011437,0.12985777448204575,0.013422557473505204,0.006181055205039845,0.06609217374851337,0.013332545621994867,0.3169136117912134
Zambia,0.10350316349468387,0.09139773942744148,0.004759839832345477,0.003034155898042565,0.07843973618769598,0.018665548707525393,0.2998001835477348
Turkmenistan,0.13651223428945208,0.04691594130600873,0.009490368851884702,0.01661922080016185,0.06642171996972646,0.018515407289784545,0.29447489250701836
Cameroon,0.09082978850241324,0.08006943373331536,0.017036028856354364,0.0092930614291767,0.07418639809709159,0.014205362201076871,0.28562007281942814
Zimbabwe,0.11058686665951784,0.06710270999056223,0.014291223556482711,0.00460606141143615,0.07286920521137422,0.015496337884677977,0.28495240471405114
Syria,0.1307019098851208,0.03988896454091951,0.02147001837415725,0.0025873016920346403,0.07365377273218726,0.013294804636545927,0.2815967718609654
Angola,0.07589730533377781,0.05789254055997484,0.004373351613119527,0.05509376927010504,0.07755587220240026,0.009854462074778228,0.2806673010541557
Pakistan,0.052184216045917026,0.09593026470720417,0.006606545989258853,0.030738761867223813,0.06895802757054818,0.015095304184018174,0.26951312036417024
Djibouti,0.10304883179307199,0.03165080625589861,0.012249708479003992,0.01011852163234879,0.10056007114282627,0.004019211242194883,0.2616471505453446
Timor-Leste,0.07047948792107357,0.06740878522313604,0.023842418346124213,0.00973247047861815,0.06414693415504379,0.021783040265034373,0.2573931363890301
Tanzania,0.09845969034777617,0.06674806840142015,0.008270340388193286,0.00464263114692856,0.061264064115039464,0.016715189117239414,0.2560999835165971
Nigeria,0.05837120183863639,0.08044422677632466,0.008379843768851909,0.0061830266702315555,0.08261816358525247,0.01988571649060302,0.25588217912989997
Lesotho,0.0933310537078008,0.05623266594759786,0.004522697074850775,8.203939363539501e-05,0.09020470569791329,0.009894642794081825,0.25426780461587994
Solomon Islands,0.08358643605893432,0.06770884409689452,0.02988661141355873,0.003215131113578395,0.05594011687750027,0.00973886997600909,0.25007600953647535
Guinea,0.025969817596474553,0.08504811828681857,0.012932002214294714,0.038979181319607314,0.06376194939993514,0.01943670627992943,0.24612777509705974
Togo,0.06817916742137363,0.07861074603388613,0.008682716295922252,0.00600899674810352,0.05662052805708726,0.011746572141033175,0.22984872669740597
Guinea-Bissau,0.04223006892089098,0.04592004494180037,0.01103503118136357,0.02588186939620395,0.07604213720402207,0.026083812740992997,0.22719296438527395
Mauritania,0.0658285187560861,0.040915232124398904,0.002306533045027545,0.00340840051822016,0.09055600724402638,0.022533297140319944,0.22554798882807903
Republic of the Congo,0.09293117183393684,0.03568168711518583,0.008956066645065262,0.007761690399959595,0.061156205211374215,0.018009812705273628,0.22449663391079538
Uganda,0.09005203400815565,0.0833505837939868,0.005519209684340482,0.0032106282509128795,0.03141253216563953,0.01064535736173312,0.22419034526476841
Benin,0.02957392124717645,0.07778479573951733,0.014709327348246674,0.0056996797084089505,0.07486577781381772,0.021403142212619502,0.2240366440697866
Malawi,0.06736063535486186,0.07674116713855557,0.010278399286431247,0.03033702890608808,0.03020376667747864,0.007863616653313234,0.22278461401672864
Madagascar,0.0844577493133799,0.055842215630758175,0.002544830820326482,0.017251371624171136,0.029114641799113418,0.010639878996842315,0.19985068818459142
Democratic Republic of the Congo,0.08981874906872782,0.04452315221787785,0.007575157545466147,0.0028760263346312553,0.040762741269326414,0.005144602221940575,0.19070042865797004
Gambia,0.050642740943939835,0.035839526762842126,0.0015570251246062575,0.0021245756864494455,0.08027318996648287,0.019298924926848007,0.18973598341116857
Mali,0.0018650447036325124,0.050525926924632605,0.003798805942293622,0.03516567981451139,0.07415325191912639,0.022919980721244602,0.1884286900254411
Papua New Guinea,0.07128062261729562,0.043095779066109396,0.000765907023551925,0.03137379464417323,0.03645007427830036,0.0046045274451569475,0.18757070507458745
Comoros,0.0565658404229779,0.018417149791020628,0.014248111200993615,0.009583811302496276,0.06584697069953509,0.018961444102919424,0.18362332751994292
Haiti,0.06778256621184608,0.02272985888274684,0.010366338306122025,0.0093446244135044,0.05524528338198725,0.008900985066439266,0.17436965626264586
Sudan,0.05393977353111576,0.027213129746977663,0.010078292691215969,0.0017212213025343303,0.06434582960320034,0.011707611896837819,0.1690058587718819
Sierra Leone,0.031956520633421026,0.05642051503303222,0.010762326175579004,0.0008342979265108949,0.040003881392582985,0.018262929614968903,0.15824047077609502
Eritrea,0.0829493892025463,0.00843934519796863,0.011254435413004927,0.01914252016714442,0.027558162612174288,0.004968292963970197,0.15431214555680875
Yemen,0.0449136818939738,0.03046818435126511,0.014107730866600214,0.024277578037511974,0.03584573521461779,0.00395629420858075,0.15356920457254966
Burundi,0.08073206743592007,0.039149562716282414,0.004961820068631968,0.003960593359226055,0.007186500702778681,0.007244706286843059,0.14323525056968225
Burkina Faso,0.006478622816658625,0.04380216259943373,0.007223079034993515,0.015202091167092192,0.046662568710130824,0.02215077742336239,0.14151930175167127
Ethiopia,0.038714478245774724,0.0407523904543616,0.006412313111707305,0.004604291894940905,0.03652820931992647,0.007104344637646536,0.13411602766435754
Mozambique,0.053008593915356325,0.041904096445103595,0.0066360255379905,0.0030513928842248353,0.019608923018704722,0.0028497396495461304,0.12705877145092612
Niger,0.012987667011803527,0.03368087052267313,0.011970767074405237,0.0275886365742987,0.032746996107687325,0.006810608400780691,0.1257855456916486
Liberia,0.0320011709770947,0.03403808547930431,0.014985736880610232,0.00889572858869986,0.02966735549789167,1.3282205962162e-06,0.11958940564419698
Afghanistan,0.011057566397312512,0.023720100669632822,0.014804526089377372,0.0062955017713784145,0.0326894072872743,0.006862612905237191,0.09542971512021262
Central African Republic,0.011790618329662488,0.00822,0.011125729211712516,0.00986078669002079,0.0,0.00047870616585243435,0.04147584039724823
